"Date","Price","Open","High","Low","Vol.","Change %"
"07/07/2002","0.9911","0.9747","0.9971","0.9739","","1.93%"
"06/30/2002","0.9723","0.9916","0.9982","0.9716","","-1.97%"
"06/23/2002","0.9918","0.9698","0.9992","0.9658","","2.16%"
"06/16/2002","0.9708","0.9438","0.9724","0.9408","","2.61%"
"06/09/2002","0.9461","0.9433","0.9528","0.9390","","0.24%"
"06/02/2002","0.9438","0.9330","0.9495","0.9303","","1.06%"
"05/26/2002","0.9339","0.9211","0.9421","0.9185","","1.48%"
"05/19/2002","0.9203","0.9208","0.9285","0.9161","","-0.02%"
"05/12/2002","0.9205","0.9134","0.9221","0.8991","","0.71%"
"05/05/2002","0.9140","0.9163","0.9192","0.9031","","-0.36%"
"04/28/2002","0.9173","0.9014","0.9177","0.8988","","1.72%"
"04/21/2002","0.9018","0.8896","0.9023","0.8856","","1.08%"
"04/14/2002","0.8922","0.8794","0.8925","0.8784","","1.36%"
"04/07/2002","0.8802","0.8793","0.8850","0.8732","","0.14%"
"03/31/2002","0.8790","0.8711","0.8860","0.8711","","0.83%"
"03/24/2002","0.8718","0.8765","0.8800","0.8698","","-0.59%"
"03/17/2002","0.8770","0.8816","0.8861","0.8742","","-0.61%"
"03/10/2002","0.8824","0.8737","0.8872","0.8703","","0.97%"
"03/03/2002","0.8739","0.8648","0.8841","0.8629","","1.04%"
"02/24/2002","0.8649","0.8752","0.8758","0.8614","","-1.23%"
"02/17/2002","0.8757","0.8733","0.8786","0.8660","","0.26%"
"02/10/2002","0.8734","0.8704","0.8803","0.8677","","-0.01%"
"02/03/2002","0.8735","0.8619","0.8756","0.8602","","1.32%"
"01/27/2002","0.8621","0.8651","0.8677","0.8562","","-0.46%"
"01/20/2002","0.8661","0.8836","0.8892","0.8627","","-2.06%"
"01/13/2002","0.8843","0.8943","0.8955","0.8786","","-0.93%"
"01/06/2002","0.8926","0.8952","0.8999","0.8864","","-0.27%"
"12/30/2001","0.8950","0.8840","0.9068","0.8824","","1.29%"
"12/23/2001","0.8836","0.8882","0.8910","0.8739","","-0.50%"
"12/16/2001","0.8880","0.9036","0.9084","0.8856","","-1.64%"
"12/09/2001","0.9028","0.8902","0.9058","0.8842","","1.48%"
"12/02/2001","0.8896","0.8960","0.8972","0.8846","","-0.77%"
"11/25/2001","0.8965","0.8771","0.8984","0.8768","","2.10%"
"11/18/2001","0.8781","0.8842","0.8853","0.8735","","-0.69%"
"11/11/2001","0.8842","0.8948","0.9018","0.8770","","-1.12%"
"11/04/2001","0.8942","0.9019","0.9049","0.8886","","-0.90%"
"10/28/2001","0.9023","0.8927","0.9123","0.8922","","1.02%"
"10/21/2001","0.8932","0.8983","0.9004","0.8867","","-0.67%"
"10/14/2001","0.8992","0.9117","0.9139","0.8964","","-1.36%"
"10/07/2001","0.9116","0.9183","0.9246","0.8986","","-0.75%"
"09/30/2001","0.9185","0.9103","0.9237","0.9059","","0.75%"
"09/23/2001","0.9117","0.9136","0.9252","0.9082","","-0.35%"
"09/16/2001","0.9149","0.9235","0.9335","0.9084","","-0.64%"
"09/09/2001","0.9208","0.9062","0.9250","0.8949","","1.48%"
"09/02/2001","0.9074","0.9101","0.9106","0.8823","","-0.55%"
"08/26/2001","0.9124","0.9133","0.9200","0.9026","","-0.28%"
"08/19/2001","0.9150","0.9178","0.9242","0.9073","","-0.35%"
"08/12/2001","0.9182","0.8932","0.9204","0.8921","","2.79%"
"08/05/2001","0.8933","0.8832","0.8962","0.8735","","1.01%"
"07/29/2001","0.8844","0.8761","0.8878","0.8720","","0.76%"
"07/22/2001","0.8777","0.8705","0.8825","0.8650","","0.76%"
"07/15/2001","0.8711","0.8541","0.8791","0.8488","","1.89%"
"07/08/2001","0.8549","0.8467","0.8646","0.8439","","0.87%"
"07/01/2001","0.8475","0.8507","0.8510","0.8347","","-0.29%"
"06/24/2001","0.8500","0.8568","0.8662","0.8430","","-0.85%"
"06/17/2001","0.8573","0.8632","0.8647","0.8494","","-0.49%"
"06/10/2001","0.8615","0.8498","0.8677","0.8412","","1.26%"
"06/03/2001","0.8508","0.8462","0.8572","0.8419","","0.37%"
"05/27/2001","0.8477","0.8602","0.8614","0.8430","","-1.57%"
"05/20/2001","0.8612","0.8800","0.8820","0.8501","","-2.29%"
"05/13/2001","0.8814","0.8756","0.8882","0.8723","","0.70%"
"05/06/2001","0.8753","0.8928","0.8936","0.8733","","-1.95%"
"04/29/2001","0.8927","0.8919","0.9010","0.8852","","0.06%"
"04/22/2001","0.8922","0.9017","0.9084","0.8886","","-1.11%"
"04/15/2001","0.9022","0.8887","0.9049","0.8696","","1.58%"
"04/08/2001","0.8882","0.9028","0.9049","0.8807","","-1.77%"
"04/01/2001","0.9042","0.8745","0.9094","0.8744","","3.01%"
"03/25/2001","0.8778","0.8913","0.8995","0.8752","","-1.37%"
"03/18/2001","0.8900","0.8975","0.9127","0.8829","","-0.85%"
"03/11/2001","0.8976","0.9327","0.9345","0.8915","","-3.78%"
"03/04/2001","0.9329","0.9365","0.9377","0.9252","","-0.19%"
"02/25/2001","0.9347","0.9173","0.9383","0.9079","","1.86%"
"02/18/2001","0.9176","0.9134","0.9243","0.9017","","0.49%"
"02/11/2001","0.9131","0.9254","0.9334","0.9026","","-1.25%"
"02/04/2001","0.9247","0.9345","0.9445","0.9125","","-1.25%"
"01/28/2001","0.9364","0.9246","0.9448","0.9145","","1.32%"
"01/21/2001","0.9242","0.9343","0.9453","0.9113","","-1.05%"
"01/14/2001","0.9340","0.9521","0.9533","0.9290","","-1.89%"
"01/07/2001","0.9520","0.9578","0.9596","0.9364","","-0.63%"
"12/31/2000","0.9580","0.9425","0.9597","0.9262","","1.66%"
"12/24/2000","0.9424","0.9237","0.9427","0.9197","","1.95%"
"12/17/2000","0.9244","0.8944","0.9265","0.8881","","3.22%"
"12/10/2000","0.8956","0.8825","0.9003","0.8716","","1.05%"
"12/03/2000","0.8863","0.8788","0.8978","0.8757","","0.86%"
"11/26/2000","0.8787","0.8392","0.8797","0.8384","","4.78%"
"11/19/2000","0.8386","0.8496","0.8537","0.8372","","-1.21%"
"11/12/2000","0.8489","0.8621","0.8666","0.8474","","-1.34%"
"11/05/2000","0.8604","0.8668","0.8732","0.8516","","-0.73%"
"10/29/2000","0.8667","0.8411","0.8800","0.8381","","3.23%"
"10/22/2000","0.8396","0.8414","0.8443","0.8227","","-0.30%"
"10/15/2000","0.8421","0.8548","0.8578","0.8326","","-1.66%"
"10/08/2000","0.8563","0.8693","0.8768","0.8530","","-1.40%"
"10/01/2000","0.8685","0.8843","0.8861","0.8662","","-1.74%"
"09/24/2000","0.8839","0.8797","0.8887","0.8710","","0.89%"
"09/17/2000","0.8761","0.8532","0.9025","0.8440","","2.64%"
"09/10/2000","0.8536","0.8644","0.8741","0.8528","","-1.45%"
"09/03/2000","0.8662","0.8998","0.9041","0.8632","","-3.73%"
"08/27/2000","0.8998","0.9024","0.9045","0.8840","","-0.27%"
"08/20/2000","0.9022","0.9071","0.9078","0.8907","","-0.47%"
"08/13/2000","0.9065","0.9038","0.9187","0.8997","","0.44%"
"08/06/2000","0.9025","0.9073","0.9146","0.8962","","-0.62%"
"07/30/2000","0.9081","0.9237","0.9295","0.8993","","-1.66%"
"07/23/2000","0.9234","0.9364","0.9451","0.9223","","-1.45%"
"07/16/2000","0.9370","0.9382","0.9401","0.9190","","-0.14%"
"07/09/2000","0.9383","0.9482","0.9567","0.9315","","-1.06%"
"07/02/2000","0.9484","0.9524","0.9599","0.9460","","-0.44%"
"06/25/2000","0.9526","0.9363","0.9603","0.9296","","1.77%"
"06/18/2000","0.9360","0.9637","0.9697","0.9339","","-2.99%"
"06/11/2000","0.9648","0.9526","0.9660","0.9489","","1.22%"
"06/04/2000","0.9532","0.9465","0.9705","0.9412","","0.71%"
"05/28/2000","0.9465","0.9324","0.9506","0.9235","","1.64%"
"05/21/2000","0.9312","0.8975","0.9344","0.8953","","3.77%"
"05/14/2000","0.8974","0.9177","0.9194","0.8845","","-2.45%"
"05/07/2000","0.9199","0.8964","0.9201","0.8914","","2.56%"
"04/30/2000","0.8969","0.9120","0.9177","0.8846","","-1.69%"
"04/23/2000","0.9123","0.9384","0.9451","0.9029","","-2.77%"
"04/16/2000","0.9383","0.9644","0.9673","0.9348","","-2.49%"
"04/09/2000","0.9623","0.9546","0.9650","0.9509","","0.77%"
"04/02/2000","0.9549","0.9562","0.9752","0.9502","","-0.14%"
"03/26/2000","0.9562","0.9770","0.9789","0.9478","","-2.14%"
"03/19/2000","0.9771","0.9727","0.9778","0.9575","","0.48%"
"03/12/2000","0.9724","0.9627","0.9743","0.9596","","0.98%"
"03/05/2000","0.9630","0.9576","0.9702","0.9521","","0.32%"
"02/27/2000","0.9599","0.9748","0.9866","0.9392","","-1.50%"
"02/20/2000","0.9745","0.9848","1.0091","0.9723","","-1.22%"
"02/13/2000","0.9865","0.9864","0.9959","0.9764","","-0.04%"
"02/06/2000","0.9869","0.9839","0.9969","0.9757","","0.42%"
"01/30/2000","0.9828","0.9779","0.9949","0.9662","","0.80%"
"01/23/2000","0.9750","1.0026","1.0101","0.9738","","-3.38%"
"01/16/2000","1.0091","1.0128","1.0193","1.0049","","-0.37%"
"01/09/2000","1.0128","1.0288","1.0370","1.0111","","-1.59%"
"01/02/2000","1.0292","1.0052","1.0417","1.0050","","2.15%"
